Zeitstempel;WT;Bezug in kW;Bezug in W;Bezug kW;Bezug in kWh;F_EVS;Bezug Netto in kWh;Bezug Netto in kWh2;F_EVS2;Residuallast in MW;FRL_max_day;FRL_max;FRL_average_day;FRL_average;RLCI_max_Bezug;RLCI_average_Bezug;RLCI_max;RLCI_average;EPEX Day Ahead;Endpreis dT Brutto dyn.;"""Bezugsklasse""";Kosten_Netto;Kosten_Brutto_GES dyn;Wel * Gmin (NETTO);Wel*Gmax (NETTO);Wel * Gmin (BRUTTO);Wel*Gmax (Brutto);RIB_DAY_NETTO_Bezug;RIB_DAY_NETTO_brutto(+-);RIB_DAY_BRUTTO_Netto(+-);vNE_EWS_NETTO;Endpreis dT+vNE Brutto dyn plus;Kosten_vNE_Netto;Kosten vNE Brutto;Kosten_GES_Brutto dyn plus;Wel * Gmin (NETTO)3;Wel*Gmax (NETTO)4;Wel * Gmin (BRUTTO)5;Wel*Gmax (BRUTTO)6;RIB_DAY_NETTO;RIB_DAY_NETTO_netto (+-);RIB_DAY_BRUTTO_netto (+-);WB aktiv (1)
01.07.2025 12:45;Di;0,1520;152,0;-0,1520;-0,0380;-0,01302;0,0080;0,0020;0,00096; 11.760,40 ;;0,22072;;0,4422;-0,0029;-0,0058;0,0002;0,0004;4,454 ct/kWh;27,11 ct/kWh;A;0,1693 ct;1,0305 ct;0,1614 ct;1,8100 ct;1,0212 ct;2,9830 ct;;;;14,430 ct/kWh;33,756 ct/kWh;0,5485 ct;0,6527 ct;1,2831 ct;0,1813 ct;0,5485 ct;1,0431 ct;3,1224 ct;;;;0
01.07.2025 13:00;Di;0,1720;172,0;-0,1720;-0,0430;-0,01473;-0,0040;-0,0010;-0,00034; 11.705,30 ;;0,21969;;0,4401;-0,0032;-0,0065;-0,0001;-0,0002;4,247 ct/kWh;26,87 ct/kWh;A;0,1826 ct;1,1552 ct;0,1826 ct;2,0476 ct;1,1552 ct;3,3746 ct;;;;14,430 ct/kWh;33,510 ct/kWh;0,6205 ct;0,7384 ct;1,4409 ct;0,2051 ct;0,6205 ct;1,1800 ct;3,5323 ct;;;;0
01.07.2025 13:15;Di;0,0880;88,0;-0,0880;-0,0220;-0,00753;0,0079;0,0020;0,00095; 11.775,10 ;;0,22100;;0,4427;-0,0017;-0,0033;0,0002;0,0004;4,247 ct/kWh;26,87 ct/kWh;A;0,0934 ct;0,5908 ct;0,0934 ct;1,0471 ct;0,5908 ct;1,7257 ct;;;;14,430 ct/kWh;33,510 ct/kWh;0,3173 ct;0,3776 ct;0,7369 ct;0,1049 ct;0,3173 ct;0,6034 ct;1,8064 ct;;;;0
01.07.2025 13:30;Di;0,0760;76,0;-0,0760;-0,0190;-0,00650;-0,0040;-0,0010;-0,00034; 11.588,70 ;;0,21750;;0,4357;-0,0014;-0,0028;-0,0001;-0,0001;4,247 ct/kWh;26,87 ct/kWh;A;0,0807 ct;0,5102 ct;0,0807 ct;0,9043 ct;0,5102 ct;1,4903 ct;;;;14,430 ct/kWh;33,510 ct/kWh;0,2740 ct;0,3261 ct;0,6363 ct;0,0906 ct;0,2740 ct;0,5211 ct;1,5600 ct;;;;0
01.07.2025 13:45;Di;0,0719;71,9;-0,0719;-0,0180;-0,00616;0,0080;0,0020;0,00097; 11.929,10 ;;0,22389;;0,4485;-0,0014;-0,0028;0,0002;0,0004;4,247 ct/kWh;26,87 ct/kWh;A;0,0764 ct;0,4830 ct;0,0764 ct;0,8562 ct;0,4830 ct;1,4110 ct;;;;11,930 ct/kWh;30,535 ct/kWh;0,2145 ct;0,2553 ct;0,5490 ct;0,0858 ct;0,2595 ct;0,4934 ct;1,4770 ct;;;;0
01.07.2025 14:00;Di;0,0240;24,0;-0,0240;-0,0060;-0,00205;0,0040;0,0010;0,00049; 13.194,60 ;;0,24764;;0,4961;-0,0005;-0,0010;0,0001;0,0002;5,765 ct/kWh;28,67 ct/kWh;A;0,0346 ct;0,1720 ct;0,0255 ct;0,2857 ct;0,1612 ct;0,4709 ct;;;;11,930 ct/kWh;32,341 ct/kWh;0,0716 ct;0,0852 ct;0,1940 ct;0,0286 ct;0,0866 ct;0,1647 ct;0,4929 ct;;;;0
01.07.2025 14:15;Di;0,0320;32,0;-0,0320;-0,0080;-0,00274;0,0000;0,0000;0,00000; 13.581,80 ;;0,25491;;0,5106;-0,0007;-0,0014;0,0000;0,0000;5,765 ct/kWh;28,67 ct/kWh;A;0,0461 ct;0,2294 ct;0,0340 ct;0,3810 ct;0,2149 ct;0,6278 ct;;;;11,930 ct/kWh;32,341 ct/kWh;0,0954 ct;0,1136 ct;0,2587 ct;0,0382 ct;0,1154 ct;0,2195 ct;0,6572 ct;;;;0
01.07.2025 14:30;Di;0,0240;24,0;-0,0240;-0,0060;-0,00205;0,0001;0,0000;0,00001; 13.959,70 ;;0,26200;;0,5248;-0,0005;-0,0011;0,0000;0,0000;5,765 ct/kWh;28,67 ct/kWh;A;0,0345 ct;0,1717 ct;0,0254 ct;0,2852 ct;0,1609 ct;0,4701 ct;;;;11,930 ct/kWh;32,341 ct/kWh;0,0715 ct;0,0850 ct;0,1937 ct;0,0286 ct;0,0864 ct;0,1644 ct;0,4921 ct;;;;0
01.07.2025 14:45;Di;0,0160;16,0;-0,0160;-0,0040;-0,00137;-0,0040;-0,0010;-0,00035; 14.615,20 ;;0,27430;;0,5495;-0,0004;-0,0008;-0,0001;-0,0002;5,765 ct/kWh;28,67 ct/kWh;A;0,0231 ct;0,1150 ct;0,0170 ct;0,1910 ct;0,1077 ct;0,3147 ct;;;;11,930 ct/kWh;32,341 ct/kWh;0,0478 ct;0,0569 ct;0,1297 ct;0,0191 ct;0,0579 ct;0,1100 ct;0,3294 ct;;;;0
01.07.2025 15:00;Di;0,0320;32,0;-0,0320;-0,0080;-0,00274;0,7760;0,1940;0,09350; 15.463,30 ;;0,29022;;0,5814;-0,0008;-0,0016;0,0271;0,0544;7,814 ct/kWh;31,11 ct/kWh;A;0,0624 ct;0,2486 ct;0,0339 ct;0,3805 ct;0,2147 ct;0,6270 ct;;;;11,930 ct/kWh;34,779 ct/kWh;0,0953 ct;0,1134 ct;0,2779 ct;0,0381 ct;0,1153 ct;0,2193 ct;0,6564 ct;;;;0
01.07.2025 15:15;Di;0,0121;12,1;-0,0121;-0,0030;-0,00103;0,0481;0,0120;0,00579; 16.258,40 ;;0,30514;;0,6113;-0,0003;-0,0006;0,0018;0,0035;7,814 ct/kWh;31,11 ct/kWh;A;0,0236 ct;0,0940 ct;0,0128 ct;0,1438 ct;0,0811 ct;0,2370 ct;;;;11,930 ct/kWh;34,779 ct/kWh;0,0360 ct;0,0429 ct;0,1050 ct;0,0144 ct;0,0436 ct;0,0829 ct;0,2481 ct;;;;0
01.07.2025 15:30;Di;0,0440;44,0;-0,0440;-0,0110;-0,00376;0,0838;0,0210;0,01010; 17.768,60 ;;0,33348;;0,6680;-0,0013;-0,0025;0,0034;0,0067;7,814 ct/kWh;31,11 ct/kWh;A;0,0859 ct;0,3419 ct;0,0467 ct;0,5233 ct;0,2953 ct;0,8625 ct;;;;11,930 ct/kWh;34,779 ct/kWh;0,1311 ct;0,1560 ct;0,3822 ct;0,0524 ct;0,1586 ct;0,3016 ct;0,9028 ct;;;;0
01.07.2025 15:45;Di;0,0400;40,0;-0,0400;-0,0100;-0,00342;0,0521;0,0130;0,00628; 18.882,40 ;;0,35439;;0,7099;-0,0012;-0,0024;0,0022;0,0045;7,814 ct/kWh;31,11 ct/kWh;A;0,0781 ct;0,3108 ct;0,0424 ct;0,4757 ct;0,2684 ct;0,7840 ct;;;;11,930 ct/kWh;34,779 ct/kWh;0,1192 ct;0,1418 ct;0,3474 ct;0,0477 ct;0,1442 ct;0,2741 ct;0,8207 ct;;;;0
01.07.2025 16:00;Di;0,0081;8,1;-0,0081;-0,0020;-0,00070;0,0759;0,0190;0,00914; 19.972,30 ;;0,37484;;0,7509;-0,0003;-0,0005;0,0034;0,0069;9,080 ct/kWh;32,62 ct/kWh;A;0,0184 ct;0,0662 ct;0,0086 ct;0,0967 ct;0,0545 ct;0,1593 ct;;;;11,930 ct/kWh;36,286 ct/kWh;0,0242 ct;0,0288 ct;0,0737 ct;0,0097 ct;0,0293 ct;0,0557 ct;0,1668 ct;;;;0
01.07.2025 16:15;Di;0,0400;40,0;-0,0400;-0,0100;-0,00342;0,0679;0,0170;0,00818; 20.913,70 ;;0,39251;;0,7863;-0,0013;-0,0027;0,0032;0,0064;9,080 ct/kWh;32,62 ct/kWh;A;0,0907 ct;0,3258 ct;0,0424 ct;0,4757 ct;0,2684 ct;0,7840 ct;;;;11,930 ct/kWh;36,286 ct/kWh;0,1192 ct;0,1418 ct;0,3625 ct;0,0477 ct;0,1442 ct;0,2741 ct;0,8207 ct;;;;0
01.07.2025 16:30;Di;0,0359;35,9;-0,0359;-0,0090;-0,00308;0,0401;0,0100;0,00483; 23.454,90 ;;0,44021;;0,8818;-0,0014;-0,0027;0,0021;0,0043;9,080 ct/kWh;32,62 ct/kWh;A;0,0815 ct;0,2929 ct;0,0381 ct;0,4276 ct;0,2413 ct;0,7047 ct;;;;11,930 ct/kWh;36,286 ct/kWh;0,1071 ct;0,1275 ct;0,3258 ct;0,0428 ct;0,1296 ct;0,2464 ct;0,7377 ct;;;;0
01.07.2025 16:45;Di;0,0281;28,1;-0,0281;-0,0070;-0,00240;0,0319;0,0080;0,00385; 25.094,60 ;;0,47098;;0,9435;-0,0011;-0,0023;0,0018;0,0036;9,080 ct/kWh;32,62 ct/kWh;A;0,0637 ct;0,2290 ct;0,0298 ct;0,3343 ct;0,1886 ct;0,5509 ct;;;;11,930 ct/kWh;36,286 ct/kWh;0,0837 ct;0,0997 ct;0,2547 ct;0,0335 ct;0,1013 ct;0,1926 ct;0,5767 ct;;;;0
01.07.2025 17:00;Di;0,0280;28,0;-0,0280;-0,0070;-0,00239;0,0920;0,0230;0,01109; 28.362,60 ;;0,53231;;1,0664;-0,0013;-0,0026;0,0059;0,0118;10,202 ct/kWh;33,95 ct/kWh;B;0,0713 ct;0,2373 ct;0,0297 ct;0,3329 ct;0,1878 ct;0,5486 ct;;;;11,930 ct/kWh;37,621 ct/kWh;0,0834 ct;0,0992 ct;0,2630 ct;0,0333 ct;0,1009 ct;0,1918 ct;0,5742 ct;;;;0
01.07.2025 17:15;Di;0,0120;12,0;-0,0120;-0,0030;-0,00103;0,0480;0,0120;0,00578; 30.119,50 ;;0,56529;;1,1324;-0,0006;-0,0012;0,0033;0,0065;10,202 ct/kWh;33,95 ct/kWh;B;0,0306 ct;0,1019 ct;0,0127 ct;0,1429 ct;0,0806 ct;0,2354 ct;;;;11,930 ct/kWh;37,621 ct/kWh;0,0358 ct;0,0426 ct;0,1129 ct;0,0143 ct;0,0433 ct;0,0823 ct;0,2464 ct;;;;0
01.07.2025 17:30;Di;0,0080;8,0;-0,0080;-0,0020;-0,00068;0,0400;0,0100;0,00482; 32.987,80 ;;0,61912;;1,2402;-0,0004;-0,0008;0,0030;0,0060;10,202 ct/kWh;33,95 ct/kWh;B;0,0204 ct;0,0679 ct;0,0085 ct;0,0952 ct;0,0537 ct;0,1570 ct;;;;11,930 ct/kWh;37,621 ct/kWh;0,0239 ct;0,0284 ct;0,0752 ct;0,0095 ct;0,0289 ct;0,0549 ct;0,1643 ct;;;;0
01.07.2025 17:45;Di;0,0922;92,2;-0,0922;-0,0230;-0,00789;0,2120;0,0530;0,02555; 35.104,80 ;;0,65885;;1,3198;-0,0052;-0,0104;0,0168;0,0337;10,202 ct/kWh;33,95 ct/kWh;B;0,2351 ct;0,7823 ct;0,0979 ct;1,0971 ct;0,6190 ct;1,8081 ct;;;;11,930 ct/kWh;37,621 ct/kWh;0,2749 ct;0,3271 ct;0,8668 ct;0,1099 ct;0,3325 ct;0,6323 ct;1,8927 ct;;;;0
01.07.2025 18:00;Di;0,0638;63,8;-0,0638;-0,0160;-0,00547;0,3561;0,0890;0,04291; 37.439,10 ;;0,70266;;1,4076;-0,0038;-0,0077;0,0301;0,0604;15,208 ct/kWh;39,91 ct/kWh;C;0,2427 ct;0,6370 ct;0,0678 ct;0,7600 ct;0,4288 ct;1,2525 ct;;;;11,930 ct/kWh;43,578 ct/kWh;0,1904 ct;0,2266 ct;0,6955 ct;0,0761 ct;0,2303 ct;0,4380 ct;1,3111 ct;;;;0
01.07.2025 18:15;Di;0,0080;8,0;-0,0080;-0,0020;-0,00069;0,0798;0,0200;0,00962; 39.454,80 ;;0,74049;;1,4834;-0,0005;-0,0010;0,0071;0,0143;15,208 ct/kWh;39,91 ct/kWh;C;0,0306 ct;0,0802 ct;0,0085 ct;0,0957 ct;0,0540 ct;0,1577 ct;;;;11,930 ct/kWh;43,578 ct/kWh;0,0240 ct;0,0285 ct;0,0876 ct;0,0096 ct;0,0290 ct;0,0552 ct;0,1651 ct;;;;0
01.07.2025 18:30;Di;0,0680;68,0;-0,0680;-0,0170;-0,00582;0,0480;0,0120;0,00579; 41.858,50 ;;0,78561;;1,5738;-0,0046;-0,0092;0,0045;0,0091;15,208 ct/kWh;39,91 ct/kWh;C;0,2585 ct;0,6785 ct;0,0722 ct;0,8095 ct;0,4567 ct;1,3341 ct;;;;11,930 ct/kWh;43,578 ct/kWh;0,2028 ct;0,2413 ct;0,7408 ct;0,0811 ct;0,2453 ct;0,4665 ct;1,3965 ct;;;;0
01.07.2025 18:45;Di;0,0160;16,0;-0,0160;-0,0040;-0,00137;0,0680;0,0170;0,00819; 44.240,00 ;;0,83030;;1,6633;-0,0011;-0,0023;0,0068;0,0136;15,208 ct/kWh;39,91 ct/kWh;C;0,0607 ct;0,1592 ct;0,0169 ct;0,1900 ct;0,1072 ct;0,3131 ct;;;;11,930 ct/kWh;43,578 ct/kWh;0,0476 ct;0,0566 ct;0,1739 ct;0,0190 ct;0,0576 ct;0,1095 ct;0,3278 ct;;;;0
01.07.2025 19:00;Di;0,0040;4,0;-0,0040;-0,0010;-0,00035;0,0400;0,0100;0,00482; 46.803,60 ;;0,87842;;1,7597;-0,0003;-0,0006;0,0042;0,0085;30,727 ct/kWh;58,38 ct/kWh;C;0,0310 ct;0,0590 ct;0,0043 ct;0,0481 ct;0,0271 ct;0,0793 ct;;;;11,930 ct/kWh;62,046 ct/kWh;0,0120 ct;0,0143 ct;0,0627 ct;0,0048 ct;0,0146 ct;0,0277 ct;0,0830 ct;;;;0
01.07.2025 19:15;Di;0,0160;16,0;-0,0160;-0,0040;-0,00137;0,0440;0,0110;0,00530; 48.556,80 ;;0,91132;;1,8256;-0,0012;-0,0025;0,0048;0,0097;30,727 ct/kWh;58,38 ct/kWh;C;0,1226 ct;0,2329 ct;0,0169 ct;0,1900 ct;0,1072 ct;0,3131 ct;;;;11,930 ct/kWh;62,046 ct/kWh;0,0476 ct;0,0566 ct;0,2476 ct;0,0190 ct;0,0576 ct;0,1095 ct;0,3278 ct;;;;0
01.07.2025 19:30;Di;0,0040;4,0;-0,0040;-0,0010;-0,00035;0,0440;0,0110;0,00530; 50.277,90 ;;0,94362;;1,8903;-0,0003;-0,0007;0,0050;0,0100;30,727 ct/kWh;58,38 ct/kWh;C;0,0310 ct;0,0590 ct;0,0043 ct;0,0481 ct;0,0271 ct;0,0793 ct;;;;11,930 ct/kWh;62,046 ct/kWh;0,0120 ct;0,0143 ct;0,0627 ct;0,0048 ct;0,0146 ct;0,0277 ct;0,0830 ct;;;;0
01.07.2025 19:45;Di;0,0120;12,0;-0,0120;-0,0030;-0,00102;0,0440;0,0110;0,00530; 51.340,50 ;;0,96357;;1,9303;-0,0010;-0,0020;0,0051;0,0102;30,727 ct/kWh;58,38 ct/kWh;C;0,0919 ct;0,1745 ct;0,0127 ct;0,1424 ct;0,0803 ct;0,2347 ct;;;;11,930 ct/kWh;62,046 ct/kWh;0,0357 ct;0,0424 ct;0,1855 ct;0,0143 ct;0,0431 ct;0,0821 ct;0,2456 ct;;;;0
01.07.2025 20:00;Di;0,0120;12,0;-0,0120;-0,0030;-0,00103;0,0400;0,0100;0,00482; 52.976,70 ;;0,99428;;1,9918;-0,0010;-0,0020;0,0048;0,0096;47,619 ct/kWh;78,48 ct/kWh;C;0,1429 ct;0,2354 ct;0,0127 ct;0,1429 ct;0,0806 ct;0,2354 ct;;;;11,930 ct/kWh;82,147 ct/kWh;0,0358 ct;0,0426 ct;0,2464 ct;0,0143 ct;0,0433 ct;0,0823 ct;0,2464 ct;;;;0
01.07.2025 20:15;Di;0,0120;12,0;-0,0120;-0,0030;-0,00103;0,0360;0,0090;0,00434; 53.164,80 ;;0,99781;;1,9988;-0,0010;-0,0021;0,0043;0,0087;47,619 ct/kWh;78,48 ct/kWh;C;0,1429 ct;0,2354 ct;0,0127 ct;0,1429 ct;0,0806 ct;0,2354 ct;;;;11,930 ct/kWh;82,147 ct/kWh;0,0358 ct;0,0426 ct;0,2464 ct;0,0143 ct;0,0433 ct;0,0823 ct;0,2464 ct;;;;0
01.07.2025 20:30;Di;0,0040;4,0;-0,0040;-0,0010;-0,00035;0,0480;0,0120;0,00578; 52.934,80 ;;0,99349;;1,9902;-0,0003;-0,0007;0,0057;0,0115;47,619 ct/kWh;78,48 ct/kWh;C;0,0481 ct;0,0793 ct;0,0043 ct;0,0481 ct;0,0271 ct;0,0793 ct;;;;11,930 ct/kWh;82,147 ct/kWh;0,0120 ct;0,0143 ct;0,0830 ct;0,0048 ct;0,0146 ct;0,0277 ct;0,0830 ct;;;;0
01.07.2025 20:45;Di;0,0320;32,0;-0,0320;-0,0080;-0,00274;0,0040;0,0010;0,00048; 53.265,20 ;;0,99969;;2,0026;-0,0027;-0,0055;0,0005;0,0010;47,619 ct/kWh;78,48 ct/kWh;C;0,3805 ct;0,6270 ct;0,0339 ct;0,3805 ct;0,2147 ct;0,6270 ct;;;;11,930 ct/kWh;82,147 ct/kWh;0,0953 ct;0,1134 ct;0,6564 ct;0,0381 ct;0,1153 ct;0,2193 ct;0,6564 ct;;;;0
01.07.2025 21:00;Di;0,0200;20,0;-0,0200;-0,0050;-0,00171;-0,0040;-0,0010;-0,00034; 52.523,60 ;;0,98577;;1,9747;-0,0017;-0,0034;-0,0003;-0,0007;40,681 ct/kWh;70,22 ct/kWh;C;0,2034 ct;0,3511 ct;0,0212 ct;0,2381 ct;0,1343 ct;0,3924 ct;;;;11,930 ct/kWh;73,891 ct/kWh;0,0597 ct;0,0710 ct;0,3695 ct;0,0239 ct;0,0722 ct;0,1372 ct;0,4107 ct;;;;0
01.07.2025 21:15;Di;0,0200;20,0;-0,0200;-0,0050;-0,00171;0,0080;0,0020;0,00096; 51.657,50 ;;0,96952;;1,9422;-0,0017;-0,0033;0,0009;0,0019;40,681 ct/kWh;70,22 ct/kWh;C;0,2034 ct;0,3511 ct;0,0212 ct;0,2381 ct;0,1343 ct;0,3924 ct;;;;11,930 ct/kWh;73,891 ct/kWh;0,0597 ct;0,0710 ct;0,3695 ct;0,0239 ct;0,0722 ct;0,1372 ct;0,4107 ct;;;;0
01.07.2025 21:30;Di;0,0239;23,9;-0,0239;-0,0060;-0,00205;-0,0040;-0,0010;-0,00034; 50.908,90 ;;0,95547;;1,9140;-0,0020;-0,0039;-0,0003;-0,0006;40,681 ct/kWh;70,22 ct/kWh;C;0,2433 ct;0,4199 ct;0,0254 ct;0,2848 ct;0,1607 ct;0,4693 ct;;;;11,930 ct/kWh;73,891 ct/kWh;0,0713 ct;0,0849 ct;0,4419 ct;0,0285 ct;0,0863 ct;0,1641 ct;0,4912 ct;;;;0
01.07.2025 21:45;Di;0,0120;12,0;-0,0120;-0,0030;-0,00103;0,0000;0,0000;0,00000; 50.459,70 ;;0,94704;;1,8971;-0,0010;-0,0020;0,0000;0,0000;40,681 ct/kWh;70,22 ct/kWh;C;0,1224 ct;0,2114 ct;0,0128 ct;0,1433 ct;0,0809 ct;0,2362 ct;;;;11,930 ct/kWh;73,891 ct/kWh;0,0359 ct;0,0427 ct;0,2224 ct;0,0144 ct;0,0434 ct;0,0826 ct;0,2473 ct;;;;0
01.07.2025 22:00;Di;0,0400;40,0;-0,0400;-0,0100;-0,00342;-0,0120;-0,0030;-0,00102; 49.859,90 ;;0,93578;;1,8746;-0,0032;-0,0064;-0,0010;-0,0019;25,001 ct/kWh;51,56 ct/kWh;C;0,2500 ct;0,5156 ct;0,0425 ct;0,4762 ct;0,2687 ct;0,7848 ct;;;;11,930 ct/kWh;55,232 ct/kWh;0,1193 ct;0,1420 ct;0,5523 ct;0,0477 ct;0,1443 ct;0,2744 ct;0,8215 ct;;;;0
01.07.2025 22:15;Di;0,0200;20,0;-0,0200;-0,0050;-0,00171;0,0080;0,0020;0,00096; 48.715,00 ;;0,91429;;1,8315;-0,0016;-0,0031;0,0009;0,0018;25,001 ct/kWh;51,56 ct/kWh;C;0,1250 ct;0,2578 ct;0,0212 ct;0,2381 ct;0,1343 ct;0,3924 ct;;;;11,930 ct/kWh;55,232 ct/kWh;0,0597 ct;0,0710 ct;0,2762 ct;0,0239 ct;0,0722 ct;0,1372 ct;0,4107 ct;;;;0
01.07.2025 22:30;Di;0,0240;24,0;-0,0240;-0,0060;-0,00205;0,0000;0,0000;0,00000; 47.056,50 ;;0,88316;;1,7692;-0,0018;-0,0036;0,0000;0,0000;25,001 ct/kWh;51,56 ct/kWh;C;0,1500 ct;0,3094 ct;0,0255 ct;0,2857 ct;0,1612 ct;0,4709 ct;;;;11,930 ct/kWh;55,232 ct/kWh;0,0716 ct;0,0852 ct;0,3314 ct;0,0286 ct;0,0866 ct;0,1647 ct;0,4929 ct;;;;0
01.07.2025 22:45;Di;0,0120;12,0;-0,0120;-0,0030;-0,00103;0,0000;0,0000;0,00000; 45.266,20 ;;0,84956;;1,7019;-0,0009;-0,0017;0,0000;0,0000;25,001 ct/kWh;51,56 ct/kWh;C;0,0750 ct;0,1547 ct;0,0127 ct;0,1429 ct;0,0806 ct;0,2354 ct;;;;11,930 ct/kWh;55,232 ct/kWh;0,0358 ct;0,0426 ct;0,1657 ct;0,0143 ct;0,0433 ct;0,0823 ct;0,2464 ct;;;;0
01.07.2025 23:00;Di;0,0240;24,0;-0,0240;-0,0060;-0,00205;-0,0040;-0,0010;-0,00034; 43.056,10 ;;0,80808;;1,6188;-0,0017;-0,0033;-0,0003;-0,0006;14,765 ct/kWh;39,38 ct/kWh;C;0,0886 ct;0,2363 ct;0,0255 ct;0,2857 ct;0,1612 ct;0,4709 ct;;;;11,930 ct/kWh;43,051 ct/kWh;0,0716 ct;0,0852 ct;0,2583 ct;0,0286 ct;0,0866 ct;0,1647 ct;0,4929 ct;;;;0
01.07.2025 23:15;Di;0,0240;24,0;-0,0240;-0,0060;-0,00205;0,0040;0,0010;0,00048; 41.772,10 ;;0,78399;;1,5705;-0,0016;-0,0032;0,0004;0,0007;14,765 ct/kWh;39,38 ct/kWh;C;0,0886 ct;0,2363 ct;0,0255 ct;0,2857 ct;0,1612 ct;0,4709 ct;;;;11,930 ct/kWh;43,051 ct/kWh;0,0716 ct;0,0852 ct;0,2583 ct;0,0286 ct;0,0866 ct;0,1647 ct;0,4929 ct;;;;0
01.07.2025 23:30;Di;0,0120;12,0;-0,0120;-0,0030;-0,00103;0,0040;0,0010;0,00048; 40.854,50 ;;0,76676;;1,5360;-0,0008;-0,0016;0,0004;0,0007;14,765 ct/kWh;39,38 ct/kWh;C;0,0443 ct;0,1181 ct;0,0127 ct;0,1429 ct;0,0806 ct;0,2354 ct;;;;11,930 ct/kWh;43,051 ct/kWh;0,0358 ct;0,0426 ct;0,1292 ct;0,0143 ct;0,0433 ct;0,0823 ct;0,2464 ct;;;;0
01.07.2025 23:45;Di;0,0240;24,0;-0,0240;-0,0060;-0,00205;-0,0040;-0,0010;-0,00034; 39.989,20 ;;0,75052;;1,5035;-0,0015;-0,0031;-0,0003;-0,0005;14,765 ct/kWh;39,38 ct/kWh;C;0,0884 ct;0,2359 ct;0,0254 ct;0,2852 ct;0,1609 ct;0,4701 ct;0,1380;0,1380;0,1380;11,930 ct/kWh;43,051 ct/kWh;0,0715 ct;0,0850 ct;0,2579 ct;0,0286 ct;0,0864 ct;0,1644 ct;0,4921 ct;0,762998614;0,762998614;0,191279994;0
02.07.2025 00:00;Mi;0,0120;12,0;-0,0120;-0,0030;-0,00103;0,0000;0,0000;0,00000; 37.557,60 ;;0,70489;;1,4121;-0,0007;-0,0015;0,0000;0,0000;11,929 ct/kWh;36,01 ct/kWh;C;0,0359 ct;0,1084 ct;0,0098 ct;0,0723 ct;0,0773 ct;0,1516 ct;;;;11,930 ct/kWh;39,676 ct/kWh;0,0359 ct;0,0427 ct;0,1194 ct;0,0144 ct;0,0434 ct;0,0840 ct;0,1627 ct;;;;0
02.07.2025 00:15;Mi;0,0240;24,0;-0,0240;-0,0060;-0,00205;0,0000;0,0000;0,00000; 36.684,80 ;;0,68851;;1,3792;-0,0014;-0,0028;0,0000;0,0000;11,929 ct/kWh;36,01 ct/kWh;C;0,0715 ct;0,2157 ct;0,0195 ct;0,1438 ct;0,1539 ct;0,3018 ct;;;;11,930 ct/kWh;39,676 ct/kWh;0,0715 ct;0,0850 ct;0,2377 ct;0,0286 ct;0,0864 ct;0,1672 ct;0,3238 ct;;;;0
02.07.2025 00:30;Mi;0,0160;16,0;-0,0160;-0,0040;-0,00137;-0,0040;-0,0010;-0,00034; 35.264,60 ;;0,66185;;1,3259;-0,0009;-0,0018;-0,0002;-0,0005;11,929 ct/kWh;36,01 ct/kWh;C;0,0477 ct;0,1440 ct;0,0130 ct;0,0960 ct;0,1028 ct;0,2015 ct;;;;11,930 ct/kWh;39,676 ct/kWh;0,0477 ct;0,0568 ct;0,1587 ct;0,0191 ct;0,0577 ct;0,1117 ct;0,2162 ct;;;;0
02.07.2025 00:45;Mi;0,0160;16,0;-0,0160;-0,0040;-0,00137;0,0040;0,0010;0,00048; 34.274,60 ;;0,64327;;1,2886;-0,0009;-0,0018;0,0003;0,0006;11,929 ct/kWh;36,01 ct/kWh;C;0,0477 ct;0,1440 ct;0,0130 ct;0,0960 ct;0,1028 ct;0,2015 ct;;;;11,930 ct/kWh;39,676 ct/kWh;0,0477 ct;0,0568 ct;0,1587 ct;0,0191 ct;0,0577 ct;0,1117 ct;0,2162 ct;;;;0
02.07.2025 01:00;Mi;0,0200;20,0;-0,0200;-0,0050;-0,00171;0,0000;0,0000;0,00000; 33.415,70 ;;0,62715;;1,2563;-0,0011;-0,0022;0,0000;0,0000;10,270 ct/kWh;34,03 ct/kWh;B;0,0514 ct;0,1702 ct;0,0163 ct;0,1200 ct;0,1285 ct;0,2519 ct;;;;4,770 ct/kWh;29,182 ct/kWh;0,0239 ct;0,0284 ct;0,1459 ct;0,0239 ct;0,0722 ct;0,1396 ct;0,2702 ct;;;;0
02.07.2025 01:15;Mi;0,0360;36,0;-0,0360;-0,0090;-0,00309;0,0000;0,0000;0,00000; 33.464,40 ;;0,62807;;1,2582;-0,0019;-0,0039;0,0000;0,0000;10,270 ct/kWh;34,03 ct/kWh;B;0,0925 ct;0,3066 ct;0,0294 ct;0,2163 ct;0,2315 ct;0,4539 ct;;;;4,770 ct/kWh;29,182 ct/kWh;0,0430 ct;0,0511 ct;0,2629 ct;0,0430 ct;0,1300 ct;0,2515 ct;0,4870 ct;;;;0
02.07.2025 01:30;Mi;0,0240;24,0;-0,0240;-0,0060;-0,00205;0,0000;0,0000;0,00000; 33.464,30 ;;0,62806;;1,2582;-0,0013;-0,0026;0,0000;0,0000;10,270 ct/kWh;34,03 ct/kWh;B;0,0616 ct;0,2042 ct;0,0196 ct;0,1440 ct;0,1541 ct;0,3023 ct;;;;4,770 ct/kWh;29,182 ct/kWh;0,0286 ct;0,0341 ct;0,1751 ct;0,0286 ct;0,0866 ct;0,1675 ct;0,3243 ct;;;;0
